Entry	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes
P36239	sll1740	rplS	rpl19	50S ribosomal protein L19	FUNCTION: This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site. {ECO:0000250}.		cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]						122				reviewed	Inferred from homology	UP000001425: Chromosome
P73956	sll1414	thf1		Protein Thf1	FUNCTION: May be involved in photosynthetic membrane biogenesis. {ECO:0000255|HAMAP-Rule:MF_01843}.		plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosystem II assembly [GO:0010207]		photosystem II assembly [GO:0010207]	plasma membrane-derived thylakoid photosystem II [GO:0030096]						240				reviewed	Inferred from homology	UP000001425: Chromosome
P73825	slr1993	phaA		Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Beta-ketothiolase PhaA)	FUNCTION: When expressed in E.coli with Synechocystis PhaB, PhaC and PhaE confers the ability to synthesize up to 12% (w/w) poly(3-hydroxybutyrate) (PHB) depending on the carbon source. {ECO:0000269|PubMed:11010896}.	CATALYTIC ACTIVITY: Reaction=2 acetyl-CoA = acetoacetyl-CoA + CoA; Xref=Rhea:RHEA:21036, ChEBI:CHEBI:57286, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288; EC=2.3.1.9; Evidence={ECO:0000255|PROSITE-ProRule:PRU10020};	acetyl-CoA C-acetyltransferase activity [GO:0003985]; fatty acid beta-oxidation [GO:0006635]; poly-hydroxybutyrate biosynthetic process [GO:0042619]	acetyl-CoA C-acetyltransferase activity [GO:0003985]	fatty acid beta-oxidation [GO:0006635]; poly-hydroxybutyrate biosynthetic process [GO:0042619]			PATHWAY: Biopolymer metabolism; poly-(R)-3-hydroxybutanoate biosynthesis. {ECO:0000269|PubMed:11010896}.		SUBUNIT: Homotetramer (By similarity). {ECO:0000250|UniProtKB:P14611}.	2.3.1.9	396			MISCELLANEOUS: Nitrogen-free medium induces chlorosis in Synechocystis, leading to the degradation of the photosynthetic apparatus and concomitant accumulation of cytoplasmic polyhydroxyalkanoic acid (PHA) granules which in this cyanobacterium are composed of PHB. {ECO:0000305}.	reviewed	Inferred from homology	UP000001425: Chromosome
P74002	slr1322			Metalloprotease slr1322 (EC 3.4.-.-)	FUNCTION: Probable metalloprotease. {ECO:0000250}.		cytosol [GO:0005829]; metallopeptidase activity [GO:0008237]	metallopeptidase activity [GO:0008237]		cytosol [GO:0005829]					3.4.-.-	489				reviewed	Inferred from homology	UP000001425: Chromosome
P74442	slr0143			Uncharacterized WD repeat-containing protein slr0143												1191				reviewed	Predicted	UP000001425: Chromosome
Q55508	slr0546	trpC		Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)		CATALYTIC ACTIVITY: Reaction=1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate + H(+) = (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O; Xref=Rhea:RHEA:23476, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:58613, ChEBI:CHEBI:58866; EC=4.1.1.48;	indole-3-glycerol-phosphate synthase activity [GO:0004425]; phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162]	indole-3-glycerol-phosphate synthase activity [GO:0004425]; phosphoribosylanthranilate isomerase activity [GO:0004640]	tryptophan biosynthetic process [GO:0000162]			PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 4/5.			4.1.1.48	295				reviewed	Inferred from homology	UP000001425: Chromosome
Q55423	sll0829			Uncharacterized methyltransferase sll0829 (EC 2.1.1.-)			methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]	methylation [GO:0032259]						2.1.1.-	212				reviewed	Inferred from homology	UP000001425: Chromosome
P52876	sll0615			GDT1-like protein sll0615			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metal ion transmembrane transporter activity [GO:0046873]	metal ion transmembrane transporter activity [GO:0046873]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					206				reviewed	Inferred from homology	UP000001425: Chromosome
P73408	slr1840			Uncharacterized protein slr1840			glycerate kinase activity [GO:0008887]; organic acid phosphorylation [GO:0031388]	glycerate kinase activity [GO:0008887]	organic acid phosphorylation [GO:0031388]							371				reviewed	Inferred from homology	UP000001425: Chromosome
P74598	sll1491			Uncharacterized WD repeat-containing protein sll1491			outer membrane-bounded periplasmic space [GO:0030288]			outer membrane-bounded periplasmic space [GO:0030288]						348				reviewed	Predicted	UP000001425: Chromosome
P74168	sll1374			Uncharacterized symporter sll1374			integral component of plasma membrane [GO:0005887]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]; organic substance transport [GO:0071702]; sodium ion transport [GO:0006814]	symporter activity [GO:0015293]	carbohydrate transport [GO:0008643]; organic substance transport [GO:0071702]; sodium ion transport [GO:0006814]	integral component of plasma membrane [GO:0005887]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					544				reviewed	Inferred from homology	UP000001425: Chromosome
Q55684	sll0210	uppP	bacA upk	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	FUNCTION: Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin. {ECO:0000255|HAMAP-Rule:MF_01006}.	CATALYTIC ACTIVITY: Reaction=di-trans,octa-cis-undecaprenyl diphosphate + H2O = di-trans,octa-cis-undecaprenyl phosphate + H(+) + phosphate; Xref=Rhea:RHEA:28094, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:58405, ChEBI:CHEBI:60392; EC=3.6.1.27; Evidence={ECO:0000255|HAMAP-Rule:MF_01006};	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	undecaprenyl-diphosphatase activity [GO:0050380]	cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01006}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01006}.				3.6.1.27	326			MISCELLANEOUS: Bacitracin is thought to be involved in the inhibition of peptidoglycan synthesis by sequestering undecaprenyl diphosphate, thereby reducing the pool of lipid carrier available.	reviewed	Inferred from homology	UP000001425: Chromosome
P74126	sll1879			Ycf55-like protein			phosphorelay signal transduction system [GO:0000160]		phosphorelay signal transduction system [GO:0000160]							562				reviewed	Inferred from homology	UP000001425: Chromosome
P55175	sll0601			Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1) (syNit1)	FUNCTION: Hydrolyzes deaminated glutathione (dGSH, 2-oxoglutaramate) to alpha-ketoglutarate (alpha-KG) and cysteinylglycine, alpha-ketoglutaramate (a-KGM), and no activity on glutathione or L-glutamine. May function as a metabolite repair enzyme. {ECO:0000250|UniProtKB:P0DP66}.	CATALYTIC ACTIVITY: Reaction=H2O + N-(4-oxoglutaryl)-L-cysteinylglycine = 2-oxoglutarate + L-cysteinylglycine; Xref=Rhea:RHEA:54532, ChEBI:CHEBI:15377, ChEBI:CHEBI:16810, ChEBI:CHEBI:61694, ChEBI:CHEBI:138256; EC=3.5.1.128; Evidence={ECO:0000250|UniProtKB:P0DP66};	hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]	hydrolase activity [GO:0016787]	nitrogen compound metabolic process [GO:0006807]						3.5.1.128	272				reviewed	Inferred from homology	UP000001425: Chromosome
Q55498	sll0901	purE		N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	FUNCTION: Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR). {ECO:0000255|HAMAP-Rule:MF_01929}.	CATALYTIC ACTIVITY: Reaction=5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole + H(+) = 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate; Xref=Rhea:RHEA:13193, ChEBI:CHEBI:15378, ChEBI:CHEBI:58730, ChEBI:CHEBI:77657; EC=5.4.99.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01929};	5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; 'de novo' IMP biosynthetic process [GO:0006189]	5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]	'de novo' IMP biosynthetic process [GO:0006189]			PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate from 5-amino-1-(5-phospho-D-ribosyl)imidazole (N5-CAIR route): step 2/2. {ECO:0000255|HAMAP-Rule:MF_01929}.			5.4.99.18	176				reviewed	Inferred from homology	UP000001425: Chromosome
P74384	sll0421	purB		Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	FUNCTION: Catalyzes two reactions in de novo purine nucleotide biosynthesis. Catalyzes the breakdown of 5-aminoimidazole- (N-succinylocarboxamide) ribotide (SAICAR or 2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate) to 5-aminoimidazole-4-carboxamide ribotide (AICAR or 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide) and fumarate, and of adenylosuccinate (ADS or N(6)-(1,2-dicarboxyethyl)-AMP) to adenosine monophosphate (AMP) and fumarate. {ECO:0000250|UniProtKB:P0AB89}.	CATALYTIC ACTIVITY: Reaction=N(6)-(1,2-dicarboxyethyl)-AMP = AMP + fumarate; Xref=Rhea:RHEA:16853, ChEBI:CHEBI:29806, ChEBI:CHEBI:57567, ChEBI:CHEBI:456215; EC=4.3.2.2; Evidence={ECO:0000250|UniProtKB:P0AB89};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:16854; Evidence={ECO:0000250|UniProtKB:P0AB89}; CATALYTIC ACTIVITY: Reaction=(2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + fumarate; Xref=Rhea:RHEA:23920, ChEBI:CHEBI:29806, ChEBI:CHEBI:58443, ChEBI:CHEBI:58475; EC=4.3.2.2; Evidence={ECO:0000250|UniProtKB:P0AB89};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:23921; Evidence={ECO:0000250|UniProtKB:P0AB89};	cytosol [GO:0005829]; (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]		PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 2/2.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 2/2.		SUBUNIT: Homooligomer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site (By similarity). {ECO:0000250}.	4.3.2.2	431				reviewed	Inferred from homology	UP000001425: Chromosome
P73920	sll1980	txlA		Thiol:disulfide interchange protein TxlA homolog	FUNCTION: Required for disulfide bond formation in some proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process (By similarity). {ECO:0000250}.		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.					180				reviewed	Inferred from homology	UP000001425: Chromosome
P20170	slr0738	trpE		Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	FUNCTION: Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine-binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia (By similarity). {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=chorismate + L-glutamine = anthranilate + H(+) + L-glutamate + pyruvate; Xref=Rhea:RHEA:21732, ChEBI:CHEBI:15361, ChEBI:CHEBI:15378, ChEBI:CHEBI:16567, ChEBI:CHEBI:29748, ChEBI:CHEBI:29985, ChEBI:CHEBI:58359; EC=4.1.3.27;	anthranilate synthase activity [GO:0004049]; metal ion binding [GO:0046872]; tryptophan biosynthetic process [GO:0000162]	anthranilate synthase activity [GO:0004049]; metal ion binding [GO:0046872]	tryptophan biosynthetic process [GO:0000162]			PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 1/5.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P00897};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000250|UniProtKB:P00897};	SUBUNIT: Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE). {ECO:0000250}.	4.1.3.27	508	ACTIVITY REGULATION: Feedback inhibited by tryptophan. {ECO:0000250}.			reviewed	Inferred from homology	UP000001425: Chromosome
P74805	ssr1169			UPF0057 membrane protein ssr1169			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					54				reviewed	Inferred from homology	UP000001425: Chromosome
P73125	slr1019			Uncharacterized isomerase slr1019 (EC 5.1.-.-)			cytoplasm [GO:0005737]; isomerase activity [GO:0016853]; biosynthetic process [GO:0009058]	isomerase activity [GO:0016853]	biosynthetic process [GO:0009058]	cytoplasm [GO:0005737]					5.1.-.-	306				reviewed	Inferred from homology	UP000001425: Chromosome
P73121	slr1919			Uncharacterized protein slr1919			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]								566				reviewed	Inferred from homology	UP000001425: Chromosome
Q55147	sll0063			Putative transport protein sll0063			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]		transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					395				reviewed	Inferred from homology	UP000001425: Chromosome
Q55680	sll0005			Uncharacterized protein sll0005			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]								681				reviewed	Inferred from homology	UP000001425: Chromosome
P73892	slr0271			Uncharacterized protein slr0271												172				reviewed	Inferred from homology	UP000001425: Chromosome
P74514	slr0989			Probable transcriptional regulatory protein slr0989			cytosol [GO:0005829]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]	regulation of transcription, DNA-templated [GO:0006355]	cytosol [GO:0005829]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00693}.					253				reviewed	Inferred from homology	UP000001425: Chromosome
Q55785	ssl0331			Putative membrane protein insertion efficiency factor	FUNCTION: Could be involved in insertion of integral membrane proteins into the membrane. {ECO:0000255|HAMAP-Rule:MF_00386}.		plasma membrane [GO:0005886]			plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00386}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00386}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_00386}.					79				reviewed	Inferred from homology	UP000001425: Chromosome
P74369	slr1647			UPF0014 membrane protein slr1647			integral component of plasma membrane [GO:0005887]; cellular iron ion homeostasis [GO:0006879]		cellular iron ion homeostasis [GO:0006879]	integral component of plasma membrane [GO:0005887]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					259				reviewed	Inferred from homology	UP000001425: Chromosome
P72926	sll1024			UPF0187 protein sll1024			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; chloride channel activity [GO:0005254]	chloride channel activity [GO:0005254]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					307				reviewed	Inferred from homology	UP000001425: Chromosome
P73055	ssr3122			Uncharacterized protein ssr3122												85				reviewed	Inferred from homology	UP000001425: Chromosome
P72637	sll1060			UPF0182 protein sll1060			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01600}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01600}.					1032				reviewed	Inferred from homology	UP000001425: Chromosome
Q55791	slr0075			Probable ATP-dependent transporter slr0075			ATP binding [GO:0005524]	ATP binding [GO:0005524]								256				reviewed	Inferred from homology	UP000001425: Chromosome
P74596	slr1565			Uncharacterized protein slr1565			cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	2 iron, 2 sulfur cluster binding [GO:0051537]	iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	cytoplasm [GO:0005737]						113				reviewed	Evidence at protein level	UP000001425: Chromosome
P74786	ssl0294			UPF0426 protein ssl0294												70				reviewed	Inferred from homology	UP000001425: Chromosome
P73888	slr0269			Uncharacterized protein slr0269			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					199				reviewed	Predicted	UP000001425: Chromosome
Q55705	slr0232			Uncharacterized membrane protein slr0232			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					218				reviewed	Inferred from homology	UP000001425: Chromosome
Q55939	sll0793			UPF0060 membrane protein sll0793			integral component of plasma membrane [GO:0005887]			integral component of plasma membrane [GO:0005887]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00010}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00010}.					108				reviewed	Inferred from homology	UP000001425: Chromosome
P73481	slr1234			Uncharacterized HIT-like protein slr1234			cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]		cytoplasm [GO:0005737]						114				reviewed	Predicted	UP000001425: Chromosome
P74343	slr1627			Uncharacterized membrane protein slr1627			integral component of plasma membrane [GO:0005887]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transport [GO:0006865]	amino acid transmembrane transporter activity [GO:0015171]	amino acid transport [GO:0006865]	integral component of plasma membrane [GO:0005887]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					206				reviewed	Inferred from homology	UP000001425: Chromosome
P73954	slr1513			Membrane-associated protein slr1513			plasma membrane-derived thylakoid membrane [GO:0031676]			plasma membrane-derived thylakoid membrane [GO:0031676]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.					110				reviewed	Evidence at protein level	UP000001425: Chromosome
P73346	sll1118			UPF0145 protein sll118												108				reviewed	Inferred from homology	UP000001425: Chromosome
Q55963	slr0701			Uncharacterized HTH-type transcriptional regulator slr0701			DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]	regulation of transcription, DNA-templated [GO:0006355]							137				reviewed	Predicted	UP000001425: Chromosome
P73009	slr1045			Probable ABC transporter permease protein slr1045	FUNCTION: Could be part of an ABC transporter complex. {ECO:0000250}.		ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; phospholipid transporter activity [GO:0005548]; phospholipid transport [GO:0015914]	phospholipid transporter activity [GO:0005548]	phospholipid transport [GO:0015914]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.					263				reviewed	Inferred from homology	UP000001425: Chromosome
P54147	sll0108			Putative ammonium transporter sll0108			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ammonium transmembrane transporter activity [GO:0008519]	ammonium transmembrane transporter activity [GO:0008519]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					507				reviewed	Inferred from homology	UP000001425: Chromosome
P73795	sll1147			Uncharacterized protein sll1147			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]	glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					137				reviewed	Inferred from homology	UP000001425: Chromosome
Q55702	slr0229			Uncharacterized oxidoreductase slr0229 (EC 1.1.-.-)			NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]	NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]							1.1.-.-	290				reviewed	Inferred from homology	UP000001425: Chromosome
P73455	ssl3177			Uncharacterized protein ssl3177												90				reviewed	Predicted	UP000001425: Chromosome
P73087	slr2045			Uncharacterized membrane protein slr2045			ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; ATPase-coupled transmembrane transporter activity [GO:0042626]; response to zinc ion [GO:0010043]	ATPase-coupled transmembrane transporter activity [GO:0042626]	response to zinc ion [GO:0010043]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					281				reviewed	Inferred from homology	UP000001425: Chromosome
P73893	slr0272			Uncharacterized protein slr0272			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.					325				reviewed	Predicted	UP000001425: Chromosome
P74155	slr1471	yidC	alb3	Membrane protein insertase YidC (Alb3) (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC) (Oxa1) (SynYidC)	FUNCTION: Required for the insertion of integral membrane proteins into the membrane. Probably plays an essential role in the integration of proteins of the respiratory chain complexes. Involved in integration of membrane proteins that insert dependently and independently of the Sec translocase complex (By similarity). Addition of green fluorescent protein (GFP) to the C-terminus leads to photoinhibition at 80 umol/m(2)/s light intensity, reduced amounts of pigment, altered energy transfer between the antenna systems and the reaction centers of PSI and PSII, and impaired integration of PSII reaction center protein D1 into membranes, suggesting it probably also aids protein insertion, folding and/or assembly of membrane complexes destined for the thylakoid. {ECO:0000250, ECO:0000269|PubMed:15498761, ECO:0000269|PubMed:16905652}.		integral component of plasma membrane [GO:0005887]; membrane insertase activity [GO:0032977]; protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]	membrane insertase activity [GO:0032977]	protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]	integral component of plasma membrane [GO:0005887]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:16905652, ECO:0000269|PubMed:18600052}; Multi-pass membrane protein {ECO:0000269|PubMed:16905652, ECO:0000269|PubMed:18600052}.			SUBUNIT: Specifically interacts with transmembrane segments of nascent integral membrane proteins during membrane integration (By similarity). Interacts with the precursor of PSII reaction center D1. {ECO:0000250, ECO:0000269|PubMed:16905652}.		384				reviewed	Evidence at protein level	UP000001425: Chromosome
Q55480	slr0537			Uncharacterized sugar kinase slr0537 (EC 2.7.1.-)			kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]							2.7.1.-	333				reviewed	Inferred from homology	UP000001425: Chromosome
Q55940	sll0792	ziaR	smtB	Transcriptional repressor SmtB homolog	FUNCTION: Transcriptional repressor of the expression of the ziaA gene. Controls zinc homeostasis by triggering ZiaA-mediated efflux of excess zinc into the periplasm.		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]						SUBUNIT: Homodimer. {ECO:0000250}.		132				reviewed	Evidence at protein level	UP000001425: Chromosome
